,x,y,result,assisted,player,drill,shot_type,shot_distance,paint_touches,date,distance,court_region
1,24,6,Made,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1,Short Paint Right
2,26,6,Missed,No,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1,Short Paint Left
3,23,6,Made,Yes,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,2,Short Paint Right
4,19,6,Missed,Yes,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,0,06_03_24,6,Right Baseline 2
5,26,8,Made,No,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,2,06_03_24,2.236067977,Short Paint Left
6,27,16,Made,No,Hassan Diarra,2 on 2 Live,Floater/Moving,Paint,1,06_03_24,10.19803903,Deep Paint Left
7,25,6,Made,No,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,2,06_03_24,0,Short Paint Right
8,27,6,Made,No,Aidan Mahaney,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,2,Short Paint Left
9,27,10,Missed,No,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,4.472135955,Short Paint Left
10,28,12,Missed,No,Solomon Ball,2 on 2 Live,Floater/Moving,Paint,1,06_03_24,6.708203932,Mid Paint Left
11,24,6,Made,No,Hassan Diarra,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1,Short Paint Right
12,26,5,Missed,No,Liam McNeely,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1.414213562,Short Paint Left
13,26,5,Made,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1.414213562,Short Paint Left
14,36,21,Made,No,Ahmad Nowell,2 on 2 Live,Off Dribble,Long 2,0,06_03_24,18.60107524,Left Wing 2
15,30,6,Made,No,Aidan Mahaney,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,5,Short Paint Left
16,23,5,Made,Yes,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,2.236067977,Short Paint Right
17,35,20,Made,No,Hassan Diarra,2 on 2 Live,Off Dribble,Long 2,0,06_03_24,17.20465053,Left Wing 2
18,26,6,Made,No,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1,Short Paint Left
19,28,29,Missed,Yes,Jayden Ross,2 on 2 Live,Catch and Shoot,3,0,06_03_24,23.19482701,Straight on 3
20,26,6,Made,Yes,Ahmad Nowell,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1,Short Paint Left
21,24,5,Made,No,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1.414213562,Short Paint Right
22,24,5,Made,No,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1.414213562,Short Paint Right
23,29,29,Missed,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,0,06_03_24,23.34523506,Straight on 3
24,23,29,Missed,No,Liam McNeely,3 on 3 Live,Off Dribble,3,0,06_03_24,23.08679276,Straight on 3
25,24,6,Missed,No,Ahmad Nowell,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1,Short Paint Right
26,17,25,Missed,No,Samson Johnson,3 on 3 Live,Off Dribble,Long 2,0,06_03_24,20.61552813,Right Wing 2
27,22,10,Made,No,Youssouf Singare,3 on 3 Live,Post Move,Paint,1,06_03_24,5,Short Paint Right
28,38,25,Made,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,0,06_03_24,23.02172887,Left Wing 3
29,14,20,Missed,No,Jayden Ross,3 on 3 Live,Off Dribble,Long 2,0,06_03_24,17.80449381,Right Wing 2
30,27,5,Made,No,Isaiah Abraham,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,2.236067977,Short Paint Left
31,30,29,Missed,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,0,06_03_24,23.53720459,Straight on 3
32,13,14,Missed,No,Aidan Mahaney,3 on 3 Live,Off Dribble,Long 2,0,06_03_24,14.4222051,Right Wing 2
33,45,17,Made,Yes,Hassan Diarra,3 on 3 Live,Catch and Shoot,3,0,06_03_24,22.82542442,Left Wing 3
34,25,6,Made,Yes,Jayden Ross,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,0,Short Paint Right
35,8,22,Made,Yes,Jaylin Stewart,3 on 3 Live,Catch and Shoot,3,1,06_03_24,23.34523506,Right Wing 3
36,24,5,Missed,No,Aidan Mahaney,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1.414213562,Short Paint Right
37,5,18,Made,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,1,06_03_24,23.32380758,Right Wing 3
38,25,30,Missed,No,Jayden Ross,3 on 3 Live,Off Dribble,3,0,06_03_24,24,Straight on 3
39,13,27,Missed,No,Ahmad Nowell,3 on 3 Live,Catch and Shoot,3,0,06_03_24,24.18677324,Right Wing 3
40,27,6,Missed,No,Solomon Ball,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,2,Short Paint Left
41,27,7,Missed,No,Tarris Reed Jr,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,2.236067977,Short Paint Left
42,29,8,Missed,No,Aidan Mahaney,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,4.472135955,Short Paint Left
43,26,6,Made,No,Hassan Diarra,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_03_24,1,Short Paint Left
44,32,28,Made,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,0,06_03_24,23.08679276,Straight on 3
45,26,6,Missed,No,Aidan Mahaney,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Left
46,28,8,Missed,No,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,3.605551275,Short Paint Left
47,21,9,Made,No,Liam McNeely,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,5,Short Paint Right
48,21,6,Missed,No,Ahmad Nowell,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,4,Short Paint Right
49,25,6,Made,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,0,Short Paint Right
50,24,6,Missed,No,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Right
51,22,5,Missed,No,Aidan Mahaney,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,3.16227766,Short Paint Right
52,26,5,Made,No,Isaiah Abraham,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1.414213562,Short Paint Left
53,31,28,Missed,No,Hassan Diarra,2 on 2 Live,Off Dribble,3,0,06_04_24,22.8035085,Straight on 3
54,24,5,Made,No,Liam McNeely,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1.414213562,Short Paint Right
55,23,19,Made,No,Jayden Ross,2 on 2 Live,Off Dribble,Paint,1,06_04_24,13.15294644,Straight on 2
56,27,12,Made,Yes,Samson Johnson,2 on 2 Live,Floater/Moving,Paint,2,06_04_24,6.32455532,Mid Paint Left
57,19,8,Made,No,Jaylin Stewart,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,6.32455532,Right Baseline 2
58,21,9,Missed,No,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,5,Short Paint Right
59,30,8,Missed,No,Ahmad Nowell,2 on 2 Live,Post Move,Paint,1,06_04_24,5.385164807,Short Paint Left
60,27,5,Missed,No,Liam McNeely,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,2.236067977,Short Paint Left
61,25,11,Missed,No,Hassan Diarra,2 on 2 Live,Floater/Moving,Paint,1,06_04_24,5,Mid Paint Right
62,26,6,Made,No,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Left
63,29,17,Missed,No,Solomon Ball,2 on 2 Live,Off Dribble,Paint,1,06_04_24,11.70469991,Deep Paint Left
64,27,6,Missed,No,Ahmad Nowell,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,2,Short Paint Left
65,25,13,Missed,No,Hassan Diarra,2 on 2 Live,Floater/Moving,Paint,1,06_04_24,7,Mid Paint Right
66,24,6,Made,Yes,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Right
67,31,6,Missed,No,Tarris Reed Jr,2 on 2 Live,Post Move,Paint,1,06_04_24,6,Left Baseline 2
68,27,23,Missed,Yes,Liam McNeely,3 on 3 Live,Catch and Shoot,Long 2,0,06_04_24,17.11724277,Straight on 2
69,28,29,Made,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,0,06_04_24,23.19482701,Straight on 3
70,39,9,Made,No,Hassan Diarra,3 on 3 Live,Off Dribble,Long 2,0,06_04_24,14.31782106,Left Wing 2
71,26,29,Missed,Yes,Hassan Diarra,3 on 3 Live,Catch and Shoot,3,0,06_04_24,23.02172887,Straight on 3
72,32,25,Made,Yes,Ahmad Nowell,3 on 3 Live,Catch and Shoot,Long 2,0,06_04_24,20.24845673,Left Wing 2
73,26,6,Missed,No,Ahmad Nowell,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Left
74,41,23,Made,Yes,Liam McNeely,3 on 3 Live,Catch and Shoot,3,0,06_04_24,23.34523506,Left Wing 3
75,23,5,Missed,No,Solomon Ball,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,2.236067977,Short Paint Right
76,25,7,Missed,No,Ahmad Nowell,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Right
77,24,6,Made,Yes,Samson Johnson,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Right
78,19,6,Missed,No,Solomon Ball,3 on 3 Live,Layup/Dunk,Layup/Dunk,0,06_04_24,6,Right Baseline 2
79,2,5,Missed,No,Hassan Diarra,3 on 3 Live,Off Dribble,3,0,06_04_24,23.02172887,Right Corner 3
80,27,30,Made,Yes,Liam McNeely,3 on 3 Live,Catch and Shoot,3,0,06_04_24,24.08318916,Straight on 3
81,37,16,Made,No,Solomon Ball,3 on 3 Live,Off Dribble,Long 2,0,06_04_24,15.62049935,Left Wing 2
82,25,6,Made,Yes,Samson Johnson,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,0,Short Paint Right
83,24,6,Made,Yes,Youssouf Singare,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Right
84,30,29,Missed,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,0,06_04_24,23.53720459,Straight on 3
85,19,7,Missed,No,Liam McNeely,3 on 3 Live,Post Move,Long 2,1,06_04_24,6.08276253,Right Baseline 2
86,26,31,Made,Yes,Ahmad Nowell,3 on 3 Live,Catch and Shoot,3,0,06_04_24,25.01999201,Straight on 3
87,36,26,Missed,Yes,Ahmad Nowell,3 on 3 Live,Catch and Shoot,3,0,06_04_24,22.82542442,Left Wing 3
88,25,24,Missed,Yes,Solomon Ball,3 on 3 Live,Catch and Shoot,Long 2,0,06_04_24,18,Straight on 2
89,34,7,Missed,No,Jayden Ross,3 on 3 Live,Post Move,Long 2,1,06_04_24,9.055385138,Left Baseline 2
90,27,10,Made,No,Samson Johnson,3 on 3 Live,Post Move,Paint,1,06_04_24,4.472135955,Short Paint Left
91,20,7,Missed,Yes,Liam McNeely,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,5.099019514,Short Paint Right
92,13,17,Made,No,Hassan Diarra,3 on 3 Live,Off Dribble,Long 2,0,06_04_24,16.2788206,Right Wing 2
93,19,7,Missed,No,Jayden Ross,3 on 3 Live,Layup/Dunk,Layup/Dunk,0,06_04_24,6.08276253,Right Baseline 2
94,22,6,Missed,Yes,Solomon Ball,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,3,Short Paint Right
95,29,24,Made,No,Isaiah Abraham,3 on 3 Live,Off Dribble,Long 2,0,06_04_24,18.43908891,Straight on 2
96,15,28,Missed,Yes,Liam McNeely,3 on 3 Live,Catch and Shoot,3,0,06_04_24,24.16609195,Right Wing 3
97,26,6,Made,No,Hassan Diarra,3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_04_24,1,Short Paint Left
98,45,17,Made,Yes,Solomon Ball,3 on 3 Live,Catch and Shoot,3,0,06_04_24,22.82542442,Left Wing 3
99,33,28,Missed,Yes,Solomon Ball,3 on 3 Live,Catch and Shoot,3,0,06_04_24,23.40939982,Straight on 3
100,19,28,Missed,No,Hassan Diarra,3 on 3 Live,Off Dribble,3,0,06_04_24,22.8035085,Straight on 3
101,32,19,Missed,No,Ahmad Nowell,3 on 3 Live,Off Dribble,Long 2,1,06_04_24,14.76482306,Left Wing 2
102,35,29,Missed,Yes,Jayden Ross,3 on 3 Live,Catch and Shoot,3,0,06_04_24,25.07987241,Left Wing 3
103,6,19,Missed,Yes,Isaiah Abraham,3 on 3 Live,Catch and Shoot,3,1,06_04_24,23.02172887,Right Wing 3
104,29,16,Missed,Yes,Ahmad Nowell,2 on 2 Live,Post Move,Paint,1,06_05_24,10.77032961,Deep Paint Left
105,27,13,Missed,No,Liam McNeely,2 on 2 Live,Floater/Moving,Paint,1,06_05_24,7.280109889,Mid Paint Left
106,26,5,Missed,Yes,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1.414213562,Short Paint Left
107,26,6,Made,No,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,2,06_05_24,1,Short Paint Left
108,24,6,Made,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,3+,06_05_24,1,Short Paint Right
109,24,5,Missed,No,Jaylin Stewart,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1.414213562,Short Paint Right
110,24,5,Made,No,Jayden Ross,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1.414213562,Short Paint Right
111,23,13,Made,No,Aidan Mahaney,2 on 2 Live,Floater/Moving,Paint,1,06_05_24,7.280109889,Mid Paint Right
112,29,5,Missed,Yes,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,2,06_05_24,4.123105626,Short Paint Left
113,28,5,Missed,No,Youssouf Singare,2 on 2 Live,Post Move,Paint,1,06_05_24,3.16227766,Short Paint Left
114,23,6,Missed,Yes,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2,Short Paint Right
115,24,18,Made,No,Solomon Ball,2 on 2 Live,Off Dribble,Paint,1,06_05_24,12.04159458,Deep Paint Right
116,23,5,Missed,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2.236067977,Short Paint Right
117,24,6,Made,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Right
118,24,10,Missed,No,Aidan Mahaney,2 on 2 Live,Floater/Moving,Paint,1,06_05_24,4.123105626,Short Paint Right
119,23,6,Missed,No,Ahmad Nowell,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2,Short Paint Right
120,21,8,Made,No,Liam McNeely,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,4.472135955,Short Paint Right
121,22,5,Missed,No,Alex Karaban,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,3.16227766,Short Paint Right
122,27,5,Missed,No,Solomon Ball,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2.236067977,Short Paint Left
123,25,7,Made,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,2,06_05_24,1,Short Paint Right
124,26,6,Missed,No,Isaiah Abraham,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Left
125,29,29,Missed,Yes,Jaylin Stewart,Nets 3 on 3 Live,Catch and Shoot,3,0,06_05_24,23.34523506,Straight on 3
126,8,24,Missed,Yes,Alex Karaban,Nets 3 on 3 Live,Catch and Shoot,3,1,06_05_24,24.75883681,Right Wing 3
127,25,7,Made,Yes,Samson Johnson,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Right
128,24,7,Missed,Yes,Youssouf Singare,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_05_24,1.414213562,Short Paint Right
129,11,25,Missed,Yes,Aidan Mahaney,Nets 3 on 3 Live,Catch and Shoot,3,1,06_05_24,23.60084744,Right Wing 3
130,22,6,Missed,No,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,3,Short Paint Right
131,20,18,Missed,No,Liam McNeely,Nets 3 on 3 Live,Off Dribble,Paint,2,06_05_24,13,Deep Paint Right
132,11,39,Missed,No,Ahmad Nowell,Nets 3 on 3 Live,Off Dribble,3,0,06_05_24,35.84689666,Right Wing 3
133,14,27,Missed,Yes,Jaylin Stewart,Nets 3 on 3 Live,Catch and Shoot,3,0,06_05_24,23.70653918,Right Wing 3
134,26,7,Missed,No,Alex Karaban,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1.414213562,Short Paint Left
135,35,27,Missed,Yes,Samson Johnson,Nets 3 on 3 Live,Catch and Shoot,3,0,06_05_24,23.2594067,Left Wing 3
136,27,8,Missed,No,Jaylin Stewart,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_05_24,2.828427125,Short Paint Left
137,23,7,Missed,No,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2.236067977,Short Paint Right
138,23,6,Made,No,Liam McNeely,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_05_24,2,Short Paint Right
139,24,7,Made,No,Jaylin Stewart,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1.414213562,Short Paint Right
140,25,30,Missed,Yes,Hassan Diarra,Nets 3 on 3 Live,Catch and Shoot,3,1,06_05_24,24,Straight on 3
141,2,5,Missed,Yes,Isaiah Abraham,Nets 3 on 3 Live,Catch and Shoot,3,0,06_05_24,23.02172887,Right Corner 3
142,17,28,Missed,No,Jaylin Stewart,Nets 3 on 3 Live,Off Dribble,3,0,06_05_24,23.40939982,Straight on 3
143,25,6,Made,No,Solomon Ball,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,0,Short Paint Right
144,26,6,Made,Yes,Youssouf Singare,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,2,06_05_24,1,Short Paint Left
145,32,20,Made,No,Ahmad Nowell,4 on 4 on 4 Progressive Live,Off Dribble,Long 2,0,06_05_24,15.65247584,Left Wing 2
146,44,21,Made,Yes,Jayden Ross,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_05_24,24.20743687,Left Wing 3
147,24,6,Made,No,Alex Karaban,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Right
148,42,22,Made,Yes,Ahmad Nowell,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_05_24,23.34523506,Left Wing 3
149,26,6,Made,Yes,Tarris Reed Jr,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,2,06_05_24,1,Short Paint Left
150,26,6,Made,No,Jayden Ross,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Left
151,23,6,Made,No,Alex Karaban,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2,Short Paint Right
152,24,7,Made,Yes,Youssouf Singare,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,2,06_05_24,1.414213562,Short Paint Right
153,26,6,Made,Yes,Jaylin Stewart,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,2,06_05_24,1,Short Paint Left
154,47,14,Made,Yes,Ahmad Nowell,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_05_24,23.40939982,Left Wing 3
155,39,25,Missed,No,Ahmad Nowell,4 on 4 on 4 Progressive Live,Off Dribble,3,0,06_05_24,23.60084744,Left Wing 3
156,23,6,Missed,No,Solomon Ball,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2,Short Paint Right
157,25,6,Missed,Yes,Isaiah Abraham,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,2,06_05_24,0,Short Paint Right
158,24,6,Made,No,Aidan Mahaney,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Right
159,5,19,Missed,No,Jaylin Stewart,4 on 4 on 4 Progressive Live,Off Dribble,3,0,06_05_24,23.85372088,Right Wing 3
160,24,5,Missed,No,Isaiah Abraham,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1.414213562,Short Paint Right
161,37,26,Made,No,Liam McNeely,4 on 4 on 4 Progressive Live,Off Dribble,3,0,06_05_24,23.32380758,Left Wing 3
162,23,5,Made,No,Tarris Reed Jr,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,2.236067977,Short Paint Right
163,26,6,Made,No,Liam McNeely,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Left
164,31,28,Missed,Yes,Isaiah Abraham,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_05_24,22.8035085,Straight on 3
165,36,27,Made,Yes,Liam McNeely,4 on 4 on 4 Cut Throat Actions,Catch and Shoot,3,0,06_05_24,23.70653918,Left Wing 3
166,27,18,Missed,No,Hassan Diarra,4 on 4 on 4 Cut Throat Actions,Off Dribble,Paint,1,06_05_24,12.16552506,Deep Paint Left
167,27,15,Missed,No,Ahmad Nowell,4 on 4 on 4 Cut Throat Actions,Floater/Moving,Paint,1,06_05_24,9.219544457,Deep Paint Left
168,25,7,Missed,Yes,Tarris Reed Jr,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Right
169,45,18,Made,Yes,Jayden Ross,4 on 4 on 4 Cut Throat Actions,Catch and Shoot,3,0,06_05_24,23.32380758,Left Wing 3
170,23,6,Missed,No,Liam McNeely,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,2,Short Paint Right
171,2,7,Missed,Yes,Jayden Ross,4 on 4 on 4 Cut Throat Actions,Catch and Shoot,3,2,06_05_24,23.02172887,Right Corner 3
172,25,19,Made,No,Aidan Mahaney,4 on 4 on 4 Cut Throat Actions,Off Dribble,Paint,1,06_05_24,13,Straight on 2
173,26,10,Missed,No,Tarris Reed Jr,4 on 4 on 4 Cut Throat Actions,Post Move,Paint,1,06_05_24,4.123105626,Short Paint Left
174,26,6,Made,Yes,Youssouf Singare,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Left
175,16,16,Missed,No,Hassan Diarra,4 on 4 on 4 Cut Throat Actions,Off Dribble,Long 2,1,06_05_24,13.45362405,Right Wing 2
176,27,6,Missed,No,Isaiah Abraham,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,2,Short Paint Left
177,34,28,Missed,Yes,Youssouf Singare,4 on 4 on 4 Cut Throat Actions,Catch and Shoot,3,1,06_05_24,23.76972865,Straight on 3
178,9,23,Missed,Yes,Isaiah Abraham,4 on 4 on 4 Cut Throat Actions,Catch and Shoot,3,0,06_05_24,23.34523506,Right Wing 3
179,13,17,Made,No,Jayden Ross,4 on 4 on 4 Cut Throat Actions,Post Move,Long 2,0,06_05_24,16.2788206,Right Wing 2
180,23,8,Missed,No,Ahmad Nowell,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,2.828427125,Short Paint Right
181,26,6,Made,Yes,Youssouf Singare,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,2,06_05_24,1,Short Paint Left
182,25,6,Missed,No,Hassan Diarra,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,2,06_05_24,0,Short Paint Right
183,43,21,Missed,No,Hassan Diarra,4 on 4 on 4 Cut Throat Actions,Off Dribble,3,0,06_05_24,23.43074903,Left Wing 3
184,26,6,Missed,Yes,Isaiah Abraham,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,2,06_05_24,1,Short Paint Left
185,27,7,Missed,No,Solomon Ball,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,2.236067977,Short Paint Left
186,36,16,Made,No,Aidan Mahaney,4 on 4 on 4 Cut Throat Actions,Off Dribble,Long 2,0,06_05_24,14.86606875,Left Wing 2
187,26,6,Made,Yes,Youssouf Singare,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Left
188,25,7,Missed,No,Youssouf Singare,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,1,Short Paint Right
189,37,23,Missed,No,Tarris Reed Jr,4 on 4 on 4 Cut Throat Actions,Off Dribble,Long 2,0,06_05_24,20.80865205,Left Wing 2
190,24,9,Missed,No,Ahmad Nowell,4 on 4 on 4 Cut Throat Actions,Floater/Moving,Paint,1,06_05_24,3.16227766,Short Paint Right
191,27,6,Missed,No,Liam McNeely,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,2,Short Paint Left
192,27,31,Missed,Yes,Alex Karaban,4 on 4 on 4 Cut Throat Actions,Catch and Shoot,3,0,06_05_24,25.07987241,Straight on 3
193,21,7,Made,No,Solomon Ball,4 on 4 on 4 Cut Throat Actions,Layup/Dunk,Layup/Dunk,1,06_05_24,4.123105626,Short Paint Right
194,44,20,Missed,Yes,Solomon Ball,4 on 4 on 4 Cut Throat Actions,Catch and Shoot,3,0,06_05_24,23.60084744,Left Wing 3
195,40,23,Missed,No,Ahmad Nowell,4 on 4 on 4 Shell Game,Off Dribble,3,0,06_06_24,22.6715681,Left Wing 3
196,25,7,Missed,No,Samson Johnson,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_06_24,1,Short Paint Right
197,2,4,Made,Yes,Jaylin Stewart,4 on 4 on 4 Shell Game,Catch and Shoot,3,1,06_06_24,23.08679276,Right Corner 3
198,10,23,Missed,Yes,Alex Karaban,4 on 4 on 4 Shell Game,Catch and Shoot,3,0,06_06_24,22.6715681,Right Wing 3
199,22,6,Made,No,Liam McNeely,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_06_24,3,Short Paint Right
200,26,7,Made,Yes,Samson Johnson,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,2,06_06_24,1.414213562,Short Paint Left
201,24,6,Made,Yes,Jaylin Stewart,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_06_24,1,Short Paint Right
202,38,25,Missed,Yes,Aidan Mahaney,4 on 4 on 4 Shell Game,Catch and Shoot,3,0,06_06_24,23.02172887,Left Wing 3
203,24,5,Missed,No,Isaiah Abraham,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_06_24,1.414213562,Short Paint Right
