,x,y,result,assisted,player,drill,shot_type,shot_distance,paint_touches,date,distance,court_region
540,25,30,Made,Yes,Alex Karaban,4 on 4 on 4 Progressive,Catch and Shoot,3,0,06_14_24,24,Straight on 3
541,24,6,Made,No,Aidan Mahaney,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Right
542,28,22,Missed,No,Ahmad Nowell,4 on 4 on 4 Progressive,Off Dribble,Long 2,0,06_14_24,16.2788206,Straight on 2
543,23,7,Made,No,Solomon Ball,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,2.236067977,Short Paint Right
544,27,29,Made,Yes,Hassan Diarra,4 on 4 on 4 Progressive,Catch and Shoot,3,1,06_14_24,23.08679276,Straight on 3
545,47,12,Missed,Yes,Solomon Ball,4 on 4 on 4 Progressive,Catch and Shoot,3,0,06_14_24,22.8035085,Left Wing 3
546,26,7,Missed,Yes,Samson Johnson,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,2,06_14_24,1.414213562,Short Paint Left
547,25,6,Made,No,Solomon Ball,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,0,Short Paint Right
548,24,5,Made,Yes,Jaylin Stewart,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,1.414213562,Short Paint Right
549,26,5,Made,No,Ahmad Nowell,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,1.414213562,Short Paint Left
550,38,26,Missed,Yes,Jayden Ross,4 on 4 on 4 Progressive,Catch and Shoot,3,0,06_14_24,23.85372088,Left Wing 3
551,10,24,Missed,Yes,Jaylin Stewart,4 on 4 on 4 Progressive,Catch and Shoot,3,0,06_14_24,23.43074903,Right Wing 3
552,26,6,Made,No,Liam McNeely,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Left
553,26,6,Made,No,Ahmad Nowell,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Left
554,26,6,Made,No,Solomon Ball,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Left
555,26,30,Missed,Yes,Aidan Mahaney,4 on 4 on 4 Progressive,Catch and Shoot,3,0,06_14_24,24.0208243,Straight on 3
556,4,14,Missed,Yes,Jayden Ross,4 on 4 on 4 Progressive,Catch and Shoot,3,1,06_14_24,22.47220505,Right Wing 3
557,27,6,Missed,Yes,Alex Karaban,4 on 4 on 4 Progressive,Layup/Dunk,Layup/Dunk,2,06_14_24,2,Short Paint Left
558,2,6,Made,Yes,Aidan Mahaney,4 on 4 on 4 Progressive,Catch and Shoot,3,0,06_14_24,23,Right Corner 3
559,47,18,Missed,No,Aidan Mahaney,4 on 4 on 4 Progressive,Off Dribble,3,0,06_14_24,25.05992817,Left Wing 3
560,7,22,Missed,Yes,Alex Karaban,4 on 4 on 4 Shell Game,Catch and Shoot,3,0,06_14_24,24.08318916,Right Wing 3
561,36,27,Missed,Yes,Hassan Diarra,4 on 4 on 4 Shell Game,Catch and Shoot,3,0,06_14_24,23.70653918,Left Wing 3
562,21,11,Missed,No,Solomon Ball,4 on 4 on 4 Shell Game,Floater/Moving,Paint,1,06_14_24,6.403124237,Mid Paint Right
563,33,19,Made,No,Liam McNeely,4 on 4 on 4 Shell Game,Off Dribble,Long 2,0,06_14_24,15.26433752,Left Wing 2
564,28,9,Missed,No,Jayden Ross,4 on 4 on 4 Shell Game,Floater/Moving,Paint,1,06_14_24,4.242640687,Short Paint Left
565,27,31,Missed,No,Alex Karaban,4 on 4 on 4 Shell Game,Off Dribble,3,0,06_14_24,25.07987241,Straight on 3
566,27,6,Made,No,Liam McNeely,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_14_24,2,Short Paint Left
567,13,16,Missed,No,Liam McNeely,4 on 4 on 4 Shell Game,Off Dribble,Long 2,1,06_14_24,15.62049935,Right Wing 2
568,18,16,Made,No,Jaylin Stewart,4 on 4 on 4 Shell Game,Floater/Moving,Long 2,0,06_14_24,12.20655562,Right Wing 2
569,27,15,Made,No,Isaiah Abraham,4 on 4 on 4 Shell Game,Post Move,Paint,1,06_14_24,9.219544457,Deep Paint Left
570,45,20,Missed,No,Alex Karaban,4 on 4 on 4 Shell Game,Off Dribble,3,1,06_14_24,24.41311123,Left Wing 3
571,25,7,Made,Yes,Tarris Reed Jr,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Right
572,25,6,Made,No,Tarris Reed Jr,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_14_24,0,Short Paint Right
573,24,5,Missed,No,Ahmad Nowell,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1.414213562,Short Paint Right
574,24,7,Made,Yes,Youssouf Singare,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1.414213562,Short Paint Right
575,24,6,Made,No,Alex Karaban,4 on 4 on 4 Shell Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Right
576,12,26,Missed,Yes,Aidan Mahaney,4 on 4 on 4 Shell Game,Catch and Shoot,3,1,06_14_24,23.85372088,Right Wing 3
577,26,6,Missed,Yes,Youssouf Singare,Pistol game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Left
578,47,6,Made,Yes,Jaylin Stewart,Pistol game,Catch and Shoot,3,1,06_14_24,22,Left Corner 3
579,43,22,Missed,No,Jaylin Stewart,Pistol game,Off Dribble,3,0,06_14_24,24.08318916,Left Wing 3
580,41,22,Missed,Yes,Alex Karaban,Pistol game,Catch and Shoot,3,0,06_14_24,22.627417,Left Wing 3
581,32,29,Missed,Yes,Jaylin Stewart,Pistol game,Catch and Shoot,3,0,06_14_24,24.04163056,Straight on 3
582,39,25,Made,No,Liam McNeely,Pistol game,Off Dribble,3,0,06_14_24,23.60084744,Left Wing 3
583,28,5,Missed,No,Tarris Reed Jr,Pistol game,Post Move,Paint,1,06_14_24,3.16227766,Short Paint Left
584,23,6,Missed,No,Hassan Diarra,Pistol game,Layup/Dunk,Layup/Dunk,1,06_14_24,2,Short Paint Right
585,24,5,Made,No,Youssouf Singare,Pistol game,Layup/Dunk,Layup/Dunk,1,06_14_24,1.414213562,Short Paint Right
586,24,6,Missed,Yes,Youssouf Singare,Pistol game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Right
587,22,31,Made,Yes,Ahmad Nowell,Pistol game,Catch and Shoot,3,0,06_14_24,25.17935662,Straight on 3
588,26,6,Missed,No,Ahmad Nowell,4 on 4 Twin Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Left
589,27,33,Made,Yes,Alex Karaban,4 on 4 Twin Game,Catch and Shoot,3,0,06_14_24,27.07397274,Straight on 3
590,37,27,Made,Yes,Solomon Ball,4 on 4 Twin Game,Catch and Shoot,3,1,06_14_24,24.18677324,Left Wing 3
591,26,7,Made,No,Solomon Ball,4 on 4 Twin Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1.414213562,Short Paint Left
592,34,6,Missed,No,Alex Karaban,4 on 4 Twin Game,Post Move,Long 2,0,06_14_24,9,Left Baseline 2
593,40,23,Missed,No,Hassan Diarra,4 on 4 Twin Game,Off Dribble,3,1,06_14_24,22.6715681,Left Wing 3
594,20,31,Made,Yes,Alex Karaban,4 on 4 Twin Game,Catch and Shoot,3,0,06_14_24,25.49509757,Straight on 3
595,26,29,Made,No,Aidan Mahaney,4 on 4 Twin Game,Off Dribble,3,0,06_14_24,23.02172887,Straight on 3
596,24,6,Made,No,Aidan Mahaney,4 on 4 Twin Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Right
597,42,23,Missed,No,Ahmad Nowell,4 on 4 Twin Game,Off Dribble,3,0,06_14_24,24.04163056,Left Wing 3
598,27,13,Missed,No,Jayden Ross,4 on 4 Twin Game,Floater/Moving,Paint,2,06_14_24,7.280109889,Mid Paint Left
599,11,25,Missed,No,Aidan Mahaney,4 on 4 Twin Game,Off Dribble,3,0,06_14_24,23.60084744,Right Wing 3
600,27,12,Made,No,Liam McNeely,4 on 4 Twin Game,Post Move,Paint,1,06_14_24,6.32455532,Mid Paint Left
601,35,28,Missed,No,Alex Karaban,4 on 4 Motion Game,Off Dribble,3,0,06_14_24,24.16609195,Left Wing 3
602,27,5,Missed,No,Ahmad Nowell,4 on 4 Motion Game,Layup/Dunk,Layup/Dunk,1,06_14_24,2.236067977,Short Paint Left
603,47,5,Missed,Yes,Solomon Ball,4 on 4 Motion Game,Catch and Shoot,3,1,06_14_24,22.02271555,Left Corner 3
604,20,23,Missed,No,Aidan Mahaney,4 on 4 Motion Game,Off Dribble,Long 2,0,06_14_24,17.72004515,Straight on 2
605,25,6,Made,Yes,Tarris Reed Jr,4 on 4 Motion Game,Layup/Dunk,Layup/Dunk,2,06_14_24,0,Short Paint Right
606,32,12,Missed,Yes,Ahmad Nowell,4 on 4 Motion Game,Post Move,Long 2,1,06_14_24,9.219544457,Left Wing 2
607,34,29,Missed,No,Alex Karaban,4 on 4 Motion Game,Off Dribble,3,0,06_14_24,24.69817807,Straight on 3
608,9,23,Missed,No,Hassan Diarra,4 on 4 Motion Game,Off Dribble,3,0,06_14_24,23.34523506,Right Wing 3
609,24,6,Made,Yes,Solomon Ball,4 on 4 Motion Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Right
610,26,6,Made,Yes,Samson Johnson,4 on 4 Motion Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Left
611,26,6,Made,Yes,Youssouf Singare,4 on 4 Motion Game,Layup/Dunk,Layup/Dunk,1,06_14_24,1,Short Paint Left
612,26,7,Missed,No,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1.414213562,Short Paint Left
613,40,24,Missed,Yes,Isaiah Abraham,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,23.43074903,Left Wing 3
614,12,20,Made,No,Aidan Mahaney,Nets 3 on 3 Live,Off Dribble,Long 2,0,06_15_24,19.10497317,Right Wing 2
615,12,25,Made,No,Solomon Ball,Nets 3 on 3 Live,Off Dribble,3,0,06_15_24,23.02172887,Right Wing 3
616,26,6,Made,No,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Left
617,24,7,Made,No,Tarris Reed Jr,Nets 3 on 3 Live,Floater/Moving,Paint,1,06_15_24,1.414213562,Short Paint Right
618,17,15,Missed,No,Jaylin Stewart,Nets 3 on 3 Live,Off Dribble,Long 2,0,06_15_24,12.04159458,Right Wing 2
619,43,24,Made,Yes,Alex Karaban,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,25.45584412,Left Wing 3
620,22,5,Missed,No,Hassan Diarra,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,3.16227766,Short Paint Right
621,25,31,Missed,Yes,Alex Karaban,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,25,Straight on 3
622,24,5,Made,Yes,Tarris Reed Jr,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_15_24,1.414213562,Short Paint Right
623,25,8,Made,Yes,Jaylin Stewart,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,2,Short Paint Right
624,24,6,Missed,No,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_15_24,1,Short Paint Right
625,36,26,Made,Yes,Aidan Mahaney,Nets 3 on 3 Live,Catch and Shoot,3,1,06_15_24,22.82542442,Left Wing 3
626,10,23,Made,Yes,Jaylin Stewart,Nets 3 on 3 Live,Catch and Shoot,3,1,06_15_24,22.6715681,Right Wing 3
627,11,25,Made,Yes,Liam McNeely,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,23.60084744,Right Wing 3
628,26,5,Made,Yes,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1.414213562,Short Paint Left
629,24,5,Missed,No,Ahmad Nowell,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1.414213562,Short Paint Right
630,47,6,Made,Yes,Ahmad Nowell,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,22,Left Corner 3
631,24,6,Made,Yes,Samson Johnson,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_15_24,1,Short Paint Right
632,2,6,Missed,Yes,Aidan Mahaney,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,23,Right Corner 3
633,37,26,Missed,Yes,Hassan Diarra,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,23.32380758,Left Wing 3
634,23,5,Made,No,Hassan Diarra,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,2.236067977,Short Paint Right
635,23,6,Made,No,Aidan Mahaney,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,2,Short Paint Right
636,24,6,Made,Yes,Liam McNeely,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
637,8,21,Missed,Yes,Ahmad Nowell,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,22.6715681,Right Wing 3
638,43,20,Made,Yes,Aidan Mahaney,Nets 3 on 3 Live,Catch and Shoot,3,0,06_15_24,22.8035085,Left Wing 3
639,26,5,Missed,No,Ahmad Nowell,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1.414213562,Short Paint Left
640,24,6,Made,No,Jaylin Stewart,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
641,31,29,Missed,Yes,Liam McNeely,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,23.76972865,Straight on 3
642,13,26,Made,Yes,Isaiah Abraham,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,23.32380758,Right Wing 3
643,24,6,Made,No,Isaiah Abraham,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
644,25,29,Made,Yes,Aidan Mahaney,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,23,Straight on 3
645,28,30,Made,Yes,Jaylin Stewart,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,24.18677324,Straight on 3
646,27,12,Missed,No,Hassan Diarra,4 on 4 on 4 Progressive Live,Floater/Moving,Paint,1,06_15_24,6.32455532,Mid Paint Left
647,24,6,Made,No,Solomon Ball,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
648,26,29,Missed,Yes,Jayden Ross,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,23.02172887,Straight on 3
649,27,31,Missed,Yes,Alex Karaban,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,25.07987241,Straight on 3
650,25,6,Missed,Yes,Tarris Reed Jr,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,2,06_15_24,0,Short Paint Right
651,24,6,Made,No,Isaiah Abraham,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
652,2,5,Missed,Yes,Jayden Ross,1 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,23.02172887,Right Corner 3
653,24,6,Missed,No,Hassan Diarra,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
654,25,6,Made,No,Solomon Ball,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_15_24,0,Short Paint Right
655,15,27,Missed,Yes,Isaiah Abraham,4 on 4 on 4 Progressive Live,Catch and Shoot,3,0,06_15_24,23.2594067,Right Wing 3
656,24,6,Made,Yes,Youssouf Singare,4 on 4 on 4 Progressive Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
657,33,6,Missed,No,Jaylin Stewart,4 on 4 on 4 Progressive Live,Floater/Moving,Long 2,2,06_15_24,8,Left Baseline 2
658,14,27,Made,No,Solomon Ball,Elbow Live,Off Dribble,3,0,06_15_24,23.70653918,Right Wing 3
659,9,25,Made,Yes,Jayden Ross,Elbow Live,Catch and Shoot,3,1,06_15_24,24.8394847,Right Wing 3
660,25,6,Made,No,Tarris Reed Jr,Elbow Live,Layup/Dunk,Layup/Dunk,1,06_15_24,0,Short Paint Right
661,28,19,Missed,No,Tarris Reed Jr,Elbow Live,Post Move,Paint,1,06_15_24,13.34166406,Straight on 2
662,24,6,Missed,Yes,Tarris Reed Jr,Elbow Live,Layup/Dunk,Layup/Dunk,2,06_15_24,1,Short Paint Right
663,24,6,Missed,No,Aidan Mahaney,Elbow Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
664,37,6,Made,No,Isaiah Abraham,Elbow Live,Off Dribble,Long 2,1,06_15_24,12,Left Baseline 2
665,26,8,Missed,No,Hassan Diarra,Elbow Live,Layup/Dunk,Layup/Dunk,2,06_15_24,2.236067977,Short Paint Left
666,22,9,Made,No,Alex Karaban,Elbow Live,Post Move,Paint,1,06_15_24,4.242640687,Short Paint Right
667,6,20,Missed,Yes,Alex Karaban,Elbow Live,Catch and Shoot,3,0,06_15_24,23.60084744,Right Wing 3
668,38,25,Missed,Yes,Samson Johnson,Elbow Live,Catch and Shoot,3,1,06_15_24,23.02172887,Left Wing 3
669,24,6,Missed,Yes,Youssouf Singare,Elbow Live,Layup/Dunk,Layup/Dunk,1,06_15_24,1,Short Paint Right
670,34,29,Made,Yes,Liam McNeely,Elbow Live,Catch and Shoot,3,0,06_15_24,24.69817807,Straight on 3
671,28,12,Missed,No,Aidan Mahaney,Elbow Live,Floater/Moving,Paint,1,06_15_24,6.708203932,Mid Paint Left
672,5,16,Made,Yes,Liam McNeely,Elbow Live,Catch and Shoot,3,1,06_15_24,22.36067977,Right Wing 3
673,22,12,Missed,No,Isaiah Abraham,Elbow Live,Post Move,Paint,1,06_15_24,6.708203932,Mid Paint Right
674,27,30,Missed,Yes,Alex Karaban,Elbow Live,Catch and Shoot,3,0,06_15_24,24.08318916,Straight on 3
675,39,25,Made,Yes,Hassan Diarra,Elbow Live,Catch and Shoot,3,0,06_15_24,23.60084744,Left Wing 3
676,2,8,Missed,Yes,Hassan Diarra,Elbow Live,Catch and Shoot,3,0,06_15_24,23.08679276,Right Corner 3
677,24,8,Made,Yes,Tarris Reed Jr,Elbow Live,Floater/Moving,Paint,1,06_15_24,2.236067977,Short Paint Right
678,33,27,Missed,Yes,Jaylin Stewart,Elbow Live,Catch and Shoot,3,1,06_15_24,22.47220505,Straight on 3
679,41,23,Missed,Yes,Aidan Mahaney,Elbow Live,Catch and Shoot,3,0,06_15_24,23.34523506,Left Wing 3
680,6,19,Missed,Yes,Solomon Ball,Elbow Live,Catch and Shoot,3,0,06_15_24,23.02172887,Right Wing 3
681,26,6,Missed,No,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Left
682,25,30,Missed,Yes,Alex Karaban,Nets 3 on 3 Live,Catch and Shoot,3,0,06_17_24,24,Straight on 3
683,24,6,Missed,Yes,Youssouf Singare,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
684,27,18,Made,No,Solomon Ball,Nets 3 on 3 Live,Off Dribble,Paint,1,06_17_24,12.16552506,Deep Paint Left
685,24,5,Missed,Yes,Youssouf Singare,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1.414213562,Short Paint Right
686,25,6,Made,Yes,Tarris Reed Jr,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,0,Short Paint Right
687,22,29,Missed,No,Solomon Ball,Nets 3 on 3 Live,Off Dribble,3,0,06_17_24,23.19482701,Straight on 3
688,37,25,Made,Yes,Liam McNeely,Nets 3 on 3 Live,Catch and Shoot,3,1,06_17_24,22.47220505,Left Wing 3
689,31,6,Made,No,Aidan Mahaney,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,0,06_17_24,6,Left Baseline 2
690,24,6,Made,No,Tarris Reed Jr,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
691,24,6,Missed,Yes,Samson Johnson,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
692,33,28,Missed,Yes,Liam McNeely,Nets 3 on 3 Live,Catch and Shoot,3,0,06_17_24,23.40939982,Straight on 3
693,27,5,Made,Yes,Tarris Reed Jr,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_17_24,2.236067977,Short Paint Left
694,9,23,Missed,No,Solomon Ball,Nets 3 on 3 Live,Off Dribble,3,0,06_17_24,23.34523506,Right Wing 3
695,22,7,Made,No,Hassan Diarra,Nets 3 on 3 Live,Post Move,Paint,1,06_17_24,3.16227766,Short Paint Right
696,24,6,Made,No,Tarris Reed Jr,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
697,27,6,Missed,No,Solomon Ball,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,2,Short Paint Left
698,24,6,Made,Yes,Samson Johnson,Nets 3 on 3 Live,Layup/Dunk,Layup/Dunk,2,06_17_24,1,Short Paint Right
699,2,6,Made,Yes,Liam McNeely,Nets 3 on 3 Live,Catch and Shoot,3,1,06_17_24,23,Right Corner 3
700,43,21,Missed,Yes,Alex Karaban,Nets 3 on 3 Live,Catch and Shoot,3,0,06_17_24,23.43074903,Left Wing 3
701,29,19,Made,No,Hassan Diarra,2 on 2 Live,Floater/Moving,Paint,1,06_17_24,13.60147051,Straight on 2
702,27,6,Missed,No,Alex Karaban,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,2,Short Paint Left
703,21,18,Missed,No,Jayden Ross,2 on 2 Live,Off Dribble,Paint,1,06_17_24,12.64911064,Deep Paint Right
704,24,6,Missed,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
705,36,6,Missed,No,Isaiah Abraham,2 on 2 Live,Post Move,Long 2,0,06_17_24,11,Left Baseline 2
706,24,31,Made,Yes,Hassan Diarra,2 on 2 Live,Catch and Shoot,3,0,06_17_24,25.01999201,Straight on 3
707,22,10,Missed,No,Aidan Mahaney,2 on 2 Live,Off Dribble,Paint,1,06_17_24,5,Short Paint Right
708,32,10,Missed,No,Jayden Ross,2 on 2 Live,Post Move,Long 2,1,06_17_24,8.062257748,Left Wing 2
709,44,18,Made,Yes,Jaylin Stewart,2 on 2 Live,Catch and Shoot,3,0,06_17_24,22.47220505,Left Wing 3
710,24,6,Missed,No,Ahmad Nowell,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
711,34,16,Missed,No,Alex Karaban,2 on 2 Live,Off Dribble,Long 2,1,06_17_24,13.45362405,Left Wing 2
712,26,5,Made,No,Liam McNeely,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1.414213562,Short Paint Left
713,23,6,Missed,No,Aidan Mahaney,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,2,Short Paint Right
714,24,6,Missed,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,2,06_17_24,1,Short Paint Right
715,23,5,Missed,No,Solomon Ball,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,2.236067977,Short Paint Right
716,26,5,Made,No,Jayden Ross,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1.414213562,Short Paint Left
717,23,11,Missed,No,Aidan Mahaney,2 on 2 Live,Floater/Moving,Paint,1,06_17_24,5.385164807,Mid Paint Right
718,24,6,Missed,Yes,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
719,27,10,Missed,No,Youssouf Singare,4 on 4 on 4 Live,Post Move,Paint,1,06_17_24,4.472135955,Short Paint Left
720,7,22,Missed,Yes,Liam McNeely,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,24.08318916,Right Wing 3
721,23,6,Made,Yes,Samson Johnson,4 on 4 on 4 Live,Layup/Dunk,Layup/Dunk,2,06_17_24,2,Short Paint Right
722,3,5,Missed,Yes,Aidan Mahaney,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,22.02271555,Right Corner 3
723,6,20,Missed,Yes,Hassan Diarra,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,23.60084744,Right Wing 3
724,26,29,Missed,Yes,Aidan Mahaney,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,23.02172887,Straight on 3
725,18,12,Made,No,Jaylin Stewart,4 on 4 on 4 Live,Floater/Moving,Long 2,0,06_17_24,9.219544457,Right Wing 2
726,8,21,Made,Yes,Isaiah Abraham,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,22.6715681,Right Wing 3
727,5,17,Missed,Yes,Aidan Mahaney,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,22.82542442,Right Wing 3
728,15,28,Made,Yes,Alex Karaban,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,24.16609195,Right Wing 3
729,2,4,Missed,Yes,Jayden Ross,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,23.08679276,Right Corner 3
730,24,6,Made,No,Ahmad Nowell,4 on 4 on 4 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
731,17,28,Missed,Yes,Solomon Ball,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,23.40939982,Straight on 3
732,12,25,Missed,Yes,Jayden Ross,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,23.02172887,Right Wing 3
733,24,6,Made,No,Alex Karaban,4 on 4 on 4 Live,Layup/Dunk,Layup/Dunk,1,06_17_24,1,Short Paint Right
734,19,29,Missed,Yes,Solomon Ball,4 on 4 on 4 Live,Catch and Shoot,3,1,06_17_24,23.76972865,Straight on 3
735,42,22,Made,Yes,Alex Karaban,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,23.34523506,Left Wing 3
736,41,25,Missed,Yes,Hassan Diarra,4 on 4 on 4 Live,Catch and Shoot,3,0,06_17_24,24.8394847,Left Wing 3
737,2,5,Missed,Yes,Alex Karaban,Drop Touch Change Live,Catch and Shoot,3,0,06_17_24,23.02172887,Right Corner 3
738,3,5,Missed,Yes,Isaiah Abraham,Drop Touch Change Live,Catch and Shoot,3,0,06_17_24,22.02271555,Right Corner 3
739,14,26,Missed,Yes,Aidan Mahaney,Drop Touch Change Live,Catch and Shoot,3,0,06_17_24,22.82542442,Right Wing 3
740,3,13,Made,Yes,Ahmad Nowell,Drop Touch Change Live,Catch and Shoot,3,0,06_17_24,23.08679276,Right Wing 3
741,3,4,Missed,Yes,Isaiah Abraham,Drop Touch Change Live,Catch and Shoot,3,0,06_17_24,22.09072203,Right Corner 3
742,47,6,Made,Yes,Liam McNeely,Drop Touch Change Live,Catch and Shoot,3,0,06_17_24,22,Left Corner 3
743,3,5,Made,Yes,Jaylin Stewart,Drop Touch Change Live,Catch and Shoot,3,1,06_17_24,22.02271555,Right Corner 3
744,3,5,Missed,Yes,Jaylin Stewart,Drop Touch Change Live,Catch and Shoot,3,1,06_17_24,22.02271555,Right Corner 3
